cobalt_5,Tue Apr 19 15:23:57 CDT 2016,/tmp/apps_output/cobalt_b5519e1e2f1f8f6c39ce460dc21591b2d2a51336_15h23_19Apr16.zip,b5519e1e2f1f8f6c39ce460dc21591b2d2a51336,true
cobalt_6,Tue Apr 19 15:33:42 CDT 2016,/tmp/apps_output/cobalt_b0b9c00ffc1b3c389c1dfc4cc4004467f8bd5b2b_15h33_19Apr16.zip,b0b9c00ffc1b3c389c1dfc4cc4004467f8bd5b2b,true
cobalt_7,Tue Apr 19 15:37:35 CDT 2016,/tmp/apps_output/cobalt_93908fb0a6d441e26d5ad70302e4dcc7e7f9eadc_15h37_19Apr16.zip,93908fb0a6d441e26d5ad70302e4dcc7e7f9eadc,true
cobalt_8,Wed May 4 12:21:46 CDT 2016,/tmp/apps_output/cobalt_c75cb386640f419ca195b51a963da1f6cf8bbca8_12h21_04May16.zip,c75cb386640f419ca195b51a963da1f6cf8bbca8,true
cobalt_9,Wed May 4 12:27:24 CDT 2016,/tmp/apps_output/cobalt_4e1599a7d3176d195f63bfe2f5a51114d6ec6205_12h27_04May16.zip,4e1599a7d3176d195f63bfe2f5a51114d6ec6205,true
cobalt_10,Wed May 4 12:42:35 CDT 2016,/tmp/apps_output/cobalt_7b96d65359fa1e313ffc7f4f9aa646bb167336a9_12h42_04May16.zip,7b96d65359fa1e313ffc7f4f9aa646bb167336a9,true
cobalt_11,Wed May 4 15:39:27 CDT 2016,/tmp/apps_output/cobalt_03510bc49be781a32be32776aea7bc16f19183ce_15h39_04May16.zip,03510bc49be781a32be32776aea7bc16f19183ce,true
cobalt_12,Wed May 4 16:34:38 CDT 2016,/tmp/apps_output/cobalt_5607fdc35a00a09d5c8b289427a8b0cbcad662b8_16h34_04May16.zip,5607fdc35a00a09d5c8b289427a8b0cbcad662b8,true
cobalt_13,Thu May 19 08:57:21 CDT 2016,/tmp/apps_output/cobalt_e061e168ae69ac5ab48022a8c20d05d4098eadb2_08h57_19May16.zip,e061e168ae69ac5ab48022a8c20d05d4098eadb2,true
cobalt_14,Thu May 19 09:10:00 CDT 2016,/tmp/apps_output/cobalt_91fce705678ed2366b3a14cd22171b4193041325_09h10_19May16.zip,91fce705678ed2366b3a14cd22171b4193041325,true
cobalt_15,Thu May 26 12:52:58 CDT 2016,/tmp/apps_output/cobalt_89563bdce75e82c84334c63a9e130f4d4504ebe2_12h52_26May16.zip,89563bdce75e82c84334c63a9e130f4d4504ebe2,true
cobalt_16,Thu May 26 13:09:37 CDT 2016,/tmp/apps_output/cobalt_171d25d6209a42d3273ff510603e78fb4a89a3e6_13h09_26May16.zip,171d25d6209a42d3273ff510603e78fb4a89a3e6,true
cobalt_17,Mon Jun 6 09:04:57 CDT 2016,/tmp/apps_output/cobalt_dc1bd7b30a7bc4f234f5a78857a9f8d15e6275cb_09h04_06Jun16.zip,dc1bd7b30a7bc4f234f5a78857a9f8d15e6275cb,true
